data,time,CPU (Tctl/Tdie) [°C],Core Clocks (avg) [MHz],CPU Package Power [W],GPU Hot Spot Temperature [°C],GPU Temperature [°C],GPU Shader Clock [MHz],GPU Fan [RPM],scenario,source_file,label
9.7.2026,10:14.6,56.1,5419.4,55.934,53.0,45.0,141.0,0.0,light_use,Youtube_02.CSV,good
9.7.2026,10:16.6,56.0,5440.2,56.2,53.0,44.0,155.0,0.0,light_use,Youtube_02.CSV,good
9.7.2026,10:18.6,57.0,5051.6,57.803,53.0,45.0,198.0,0.0,light_use,Youtube_02.CSV,good
9.7.2026,10:20.6,57.2,5265.5,57.818,53.0,45.0,243.0,0.0,light_use,Youtube_02.CSV,good
9.7.2026,10:22.6,60.9,5440.2,57.91,53.0,45.0,137.0,0.0,light_use,Youtube_02.CSV,good
9.7.2026,10:24.6,58.9,5440.2,56.291,53.0,45.0,136.0,0.0,light_use,Youtube_02.CSV,good
9.7.2026,10:26.6,65.2,5440.2,60.321,53.0,45.0,135.0,0.0,light_use,Youtube_02.CSV,warning
9.7.2026,10:28.6,62.4,5440.2,56.911,53.0,45.0,146.0,0.0,light_use,Youtube_02.CSV,good
9.7.2026,10:30.6,60.2,5440.2,57.422,53.0,45.0,263.0,0.0,light_use,Youtube_02.CSV,good
9.7.2026,10:32.6,59.5,5440.2,58.18,53.0,45.0,127.0,0.0,light_use,Youtube_02.CSV,good
9.7.2026,10:34.6,58.4,5440.2,57.877,53.0,45.0,154.0,0.0,light_use,Youtube_02.CSV,good
9.7.2026,10:36.6,61.4,4568.4,59.95,53.0,45.0,171.0,0.0,light_use,Youtube_02.CSV,good
9.7.2026,10:38.6,60.4,5051.6,57.682,53.0,45.0,127.0,0.0,light_use,Youtube_02.CSV,good
9.7.2026,10:40.6,58.8,4575.1,56.63,53.0,45.0,189.0,0.0,light_use,Youtube_02.CSV,good
9.7.2026,10:42.6,58.2,5415.2,58.505,53.0,45.0,176.0,0.0,light_use,Youtube_02.CSV,good
9.7.2026,10:44.6,57.5,3885.8,56.717,53.0,45.0,128.0,0.0,light_use,Youtube_02.CSV,good
9.7.2026,10:46.6,56.8,4680.8,56.43,53.0,45.0,131.0,0.0,light_use,Youtube_02.CSV,good
9.7.2026,10:48.6,58.2,5440.2,57.882,53.0,45.0,254.0,0.0,light_use,Youtube_02.CSV,good
9.7.2026,10:50.6,57.1,5440.2,56.202,53.0,45.0,138.0,0.0,light_use,Youtube_02.CSV,good
9.7.2026,10:52.6,60.4,5440.2,56.711,53.0,45.0,139.0,0.0,light_use,Youtube_02.CSV,good
9.7.2026,10:54.6,59.1,5269.7,58.06,53.0,45.0,137.0,0.0,light_use,Youtube_02.CSV,good
9.7.2026,10:56.6,57.8,5090.8,56.875,53.0,45.0,136.0,0.0,light_use,Youtube_02.CSV,good
9.7.2026,10:58.6,58.2,4648.2,56.934,53.0,45.0,134.0,0.0,light_use,Youtube_02.CSV,good
9.7.2026,11:00.6,57.1,5440.2,56.166,53.0,45.0,149.0,0.0,light_use,Youtube_02.CSV,good
9.7.2026,11:02.6,65.9,4749.8,65.855,53.0,45.0,234.0,0.0,light_use,Youtube_02.CSV,warning
9.7.2026,11:04.6,64.1,5394.4,57.352,53.0,45.0,133.0,0.0,light_use,Youtube_02.CSV,good
9.7.2026,11:06.6,61.4,5440.2,57.65,53.0,45.0,264.0,0.0,light_use,Youtube_02.CSV,good
9.7.2026,11:08.6,61.5,4516.9,57.852,53.0,45.0,145.0,0.0,light_use,Youtube_02.CSV,good
9.7.2026,11:10.6,61.8,5047.4,60.328,53.0,45.0,214.0,0.0,light_use,Youtube_02.CSV,good
9.7.2026,11:12.6,60.2,5431.9,57.627,53.0,45.0,221.0,0.0,light_use,Youtube_02.CSV,good
9.7.2026,11:14.7,58.6,5427.7,57.275,53.0,45.0,125.0,0.0,light_use,Youtube_02.CSV,good
9.7.2026,11:16.7,58.2,5103.3,58.909,53.0,45.0,197.0,0.0,light_use,Youtube_02.CSV,good
9.7.2026,11:18.7,58.2,5440.2,58.435,53.0,45.0,156.0,0.0,light_use,Youtube_02.CSV,good
9.7.2026,11:20.7,57.9,5440.2,57.306,53.0,45.0,201.0,0.0,light_use,Youtube_02.CSV,good
9.7.2026,11:22.7,61.0,4749.8,58.467,53.0,45.0,238.0,0.0,light_use,Youtube_02.CSV,good
9.7.2026,11:24.6,59.5,5440.2,58.157,53.0,45.0,136.0,0.0,light_use,Youtube_02.CSV,good
9.7.2026,11:26.7,58.1,5132.4,56.725,53.0,45.0,156.0,0.0,light_use,Youtube_02.CSV,good
9.7.2026,11:28.7,58.9,4516.9,57.879,53.0,45.0,240.0,0.0,light_use,Youtube_02.CSV,good
9.7.2026,11:30.7,57.6,5051.6,56.797,53.0,45.0,141.0,0.0,light_use,Youtube_02.CSV,good
9.7.2026,11:32.7,57.2,5051.6,57.731,53.0,45.0,140.0,0.0,light_use,Youtube_02.CSV,good
9.7.2026,11:34.7,59.6,5373.6,60.161,53.0,45.0,158.0,0.0,light_use,Youtube_02.CSV,good
9.7.2026,11:36.7,59.0,5132.4,59.999,53.0,45.0,231.0,0.0,light_use,Youtube_02.CSV,good
9.7.2026,11:38.7,59.6,5440.2,60.195,53.0,45.0,247.0,0.0,light_use,Youtube_02.CSV,good
9.7.2026,11:40.7,58.5,5440.2,58.891,53.0,45.0,193.0,0.0,light_use,Youtube_02.CSV,good
9.7.2026,11:42.7,58.0,3901.3,58.834,53.0,45.0,191.0,0.0,light_use,Youtube_02.CSV,good
9.7.2026,11:44.7,58.0,4641.6,58.09,53.0,45.0,179.0,0.0,light_use,Youtube_02.CSV,good
9.7.2026,11:46.7,59.1,5440.2,59.607,53.0,45.0,138.0,0.0,light_use,Youtube_02.CSV,good
9.7.2026,11:48.7,59.0,5440.2,57.105,53.0,45.0,129.0,0.0,light_use,Youtube_02.CSV,good
9.7.2026,11:50.7,57.6,4893.7,55.815,53.0,45.0,136.0,0.0,light_use,Youtube_02.CSV,good
9.7.2026,11:52.7,61.6,4704.0,57.885,53.0,45.0,224.0,0.0,light_use,Youtube_02.CSV,good
9.7.2026,11:54.7,59.5,4932.8,56.892,53.0,45.0,143.0,0.0,light_use,Youtube_02.CSV,good
9.7.2026,11:56.7,59.4,4540.6,58.456,53.0,45.0,129.0,0.0,light_use,Youtube_02.CSV,good
9.7.2026,23:25.2,54.1,5132.4,47.332,51.0,43.0,2746.0,607.0,GPU Heavy,GPU_03,good
9.7.2026,23:27.2,56.8,5132.4,52.708,51.0,43.0,2747.0,606.0,GPU Heavy,GPU_03,good
9.7.2026,23:29.2,77.9,5136.6,63.672,51.0,43.0,2747.0,605.0,GPU Heavy,GPU_03,good
9.7.2026,23:31.2,76.2,5290.5,61.475,52.0,44.0,2745.0,604.0,GPU Heavy,GPU_03,good
9.7.2026,23:33.2,89.0,5290.5,95.753,51.0,44.0,2726.0,638.0,GPU Heavy,GPU_03,good
9.7.2026,23:35.2,82.5,5386.1,71.111,67.0,48.0,2638.0,656.0,GPU Heavy,GPU_03,good
9.7.2026,23:37.2,77.5,5390.3,69.513,62.0,48.0,2603.0,702.0,GPU Heavy,GPU_03,good
9.7.2026,23:39.2,73.9,5415.2,69.219,67.0,50.0,2588.0,743.0,GPU Heavy,GPU_03,good
9.7.2026,23:41.2,71.2,4254.8,68.672,66.0,50.0,2561.0,752.0,GPU Heavy,GPU_03,good
9.7.2026,23:43.2,69.5,5390.3,70.558,68.0,50.0,2588.0,797.0,GPU Heavy,GPU_03,good
9.7.2026,23:45.2,68.2,5095.0,69.802,64.0,50.0,2595.0,834.0,GPU Heavy,GPU_03,good
9.7.2026,23:47.2,67.2,4795.5,69.233,68.0,51.0,2605.0,844.0,GPU Heavy,GPU_03,good
9.7.2026,23:49.2,67.0,5028.4,70.098,67.0,51.0,2608.0,887.0,GPU Heavy,GPU_03,good
9.7.2026,23:51.2,66.6,5315.4,69.729,68.0,52.0,2612.0,924.0,GPU Heavy,GPU_03,good
9.7.2026,23:53.2,66.1,5007.6,69.482,64.0,51.0,2605.0,943.0,GPU Heavy,GPU_03,good
9.7.2026,23:55.2,65.9,5007.6,68.765,64.0,51.0,2584.0,972.0,GPU Heavy,GPU_03,good
9.7.2026,23:57.2,67.4,5010.0,69.337,63.0,51.0,2590.0,1009.0,GPU Heavy,GPU_03,good
9.7.2026,23:59.2,66.9,4625.0,69.289,62.0,51.0,2609.0,1023.0,GPU Heavy,GPU_03,good
9.7.2026,24:01.2,67.1,5103.3,69.859,65.0,52.0,2607.0,1055.0,GPU Heavy,GPU_03,good
9.7.2026,24:03.2,66.9,5007.6,69.531,71.0,53.0,2607.0,1057.0,GPU Heavy,GPU_03,good
9.7.2026,24:05.2,67.0,5307.1,69.685,68.0,53.0,2593.0,1060.0,GPU Heavy,GPU_03,good
9.7.2026,24:07.2,82.5,4695.7,81.163,57.0,49.0,2734.0,1077.0,GPU Heavy,GPU_03,good
9.7.2026,24:09.3,89.9,5319.6,94.374,57.0,49.0,2746.0,1061.0,GPU Heavy,GPU_03,good
9.7.2026,24:11.2,83.4,5010.0,70.861,70.0,53.0,2637.0,960.0,GPU Heavy,GPU_03,good
9.7.2026,24:13.2,78.5,5394.4,69.739,66.0,52.0,2622.0,891.0,GPU Heavy,GPU_03,good
9.7.2026,24:15.2,74.9,5340.4,68.939,70.0,54.0,2608.0,927.0,GPU Heavy,GPU_03,good
9.7.2026,24:18.2,71.8,5440.2,64.017,61.0,51.0,2684.0,939.0,GPU Heavy,GPU_03,good
9.7.2026,24:19.2,69.2,5028.4,63.018,63.0,51.0,2656.0,975.0,GPU Heavy,GPU_03,good
9.7.2026,24:21.3,68.5,5031.2,69.705,66.0,53.0,2580.0,973.0,GPU Heavy,GPU_03,good
9.7.2026,24:23.3,67.9,5365.3,69.159,69.0,54.0,2617.0,974.0,GPU Heavy,GPU_03,good
9.7.2026,24:25.3,67.5,5007.6,69.739,66.0,54.0,2618.0,1003.0,GPU Heavy,GPU_03,good
9.7.2026,24:27.3,68.8,5311.3,69.807,70.0,55.0,2616.0,1011.0,GPU Heavy,GPU_03,good
9.7.2026,24:29.3,68.8,5070.0,70.67,71.0,55.0,2617.0,1054.0,GPU Heavy,GPU_03,good
9.7.2026,24:31.3,68.4,5340.4,69.69,71.0,55.0,2604.0,1071.0,GPU Heavy,GPU_03,good
9.7.2026,24:33.3,68.0,5007.6,69.032,71.0,56.0,2600.0,1108.0,GPU Heavy,GPU_03,good
9.7.2026,24:35.3,67.6,5078.3,68.792,71.0,56.0,2565.0,1151.0,GPU Heavy,GPU_03,good
9.7.2026,24:37.3,71.0,5074.2,72.849,71.0,56.0,2587.0,1180.0,GPU Heavy,GPU_03,good
9.7.2026,24:39.3,69.6,5064.5,69.821,70.0,56.0,2607.0,1190.0,GPU Heavy,GPU_03,good
9.7.2026,24:41.3,69.2,5332.1,70.636,70.0,56.0,2604.0,1191.0,GPU Heavy,GPU_03,good
9.7.2026,24:43.3,70.2,5007.6,71.217,71.0,55.0,2596.0,1194.0,GPU Heavy,GPU_03,good
9.7.2026,24:45.3,84.2,4828.8,80.976,62.0,53.0,2686.0,1224.0,GPU Heavy,GPU_03,good
9.7.2026,24:47.3,90.9,4949.4,85.558,60.0,51.0,2734.0,1183.0,GPU Heavy,GPU_03,warning
9.7.2026,24:49.3,86.9,5365.3,82.0,60.0,51.0,2748.0,1088.0,GPU Heavy,GPU_03,good
9.7.2026,24:51.3,81.5,5369.5,71.919,71.0,55.0,2611.0,989.0,GPU Heavy,GPU_03,good
9.7.2026,24:53.3,77.4,5070.0,71.751,72.0,56.0,2623.0,973.0,GPU Heavy,GPU_03,good
9.7.2026,24:55.3,74.2,5067.3,70.934,74.0,57.0,2546.0,993.0,GPU Heavy,GPU_03,good
9.7.2026,24:57.3,72.6,5315.4,72.129,66.0,55.0,2586.0,1039.0,GPU Heavy,GPU_03,good
9.7.2026,24:59.3,70.9,5067.3,71.764,71.0,56.0,2615.0,1072.0,GPU Heavy,GPU_03,good
9.7.2026,25:01.3,70.0,5377.8,71.917,67.0,56.0,2629.0,1110.0,GPU Heavy,GPU_03,good
9.7.2026,25:03.3,69.5,5290.5,71.788,72.0,57.0,2630.0,1147.0,GPU Heavy,GPU_03,good
9.7.2026,25:05.3,68.8,5064.5,71.068,72.0,57.0,2621.0,1191.0,GPU Heavy,GPU_03,good
9.7.2026,25:07.3,68.4,5067.3,71.443,73.0,57.0,2614.0,1259.0,GPU Heavy,GPU_03,good
9.7.2026,25:09.3,67.9,5067.3,70.9,73.0,57.0,2609.0,1305.0,GPU Heavy,GPU_03,good
9.7.2026,25:11.3,68.1,5067.3,70.857,73.0,57.0,2581.0,1327.0,GPU Heavy,GPU_03,good
9.7.2026,25:13.3,67.9,5315.4,71.623,71.0,57.0,2583.0,1342.0,GPU Heavy,GPU_03,good
9.7.2026,25:15.3,68.0,5020.1,72.059,71.0,57.0,2612.0,1345.0,GPU Heavy,GPU_03,good
9.7.2026,25:17.3,68.4,5290.5,71.95,71.0,57.0,2599.0,1345.0,GPU Heavy,GPU_03,good
9.7.2026,25:19.3,68.5,5090.8,71.9,75.0,57.0,2616.0,1346.0,GPU Heavy,GPU_03,good
9.7.2026,25:21.3,84.2,4733.1,79.974,64.0,54.0,2706.0,1343.0,GPU Heavy,GPU_03,good
9.7.2026,25:23.3,90.5,4957.7,83.22,61.0,52.0,2731.0,1313.0,GPU Heavy,GPU_03,warning
9.7.2026,25:25.3,87.6,5340.4,81.43,62.0,52.0,2745.0,1217.0,GPU Heavy,GPU_03,good
9.7.2026,25:27.3,82.2,5090.8,70.315,71.0,56.0,2616.0,1101.0,GPU Heavy,GPU_03,good
9.7.2026,25:29.3,78.1,5082.5,70.362,72.0,57.0,2640.0,1072.0,GPU Heavy,GPU_03,good
9.7.2026,25:31.3,75.1,5415.2,68.947,65.0,55.0,2649.0,1101.0,GPU Heavy,GPU_03,good
9.7.2026,25:33.5,72.2,5028.4,62.426,63.0,53.0,2749.0,1118.0,GPU Heavy,GPU_03,good
9.7.2026,25:35.3,70.2,5090.8,66.081,72.0,57.0,2598.0,1084.0,GPU Heavy,GPU_03,good
9.7.2026,25:37.3,69.5,5348.7,69.689,73.0,57.0,2603.0,1077.0,GPU Heavy,GPU_03,good
9.7.2026,25:39.3,69.0,5365.3,70.311,74.0,57.0,2618.0,1107.0,GPU Heavy,GPU_03,good
9.7.2026,25:41.3,69.1,5340.4,70.672,73.0,57.0,2612.0,1148.0,GPU Heavy,GPU_03,good
9.7.2026,25:43.3,69.1,5390.3,71.06,74.0,58.0,2624.0,1189.0,GPU Heavy,GPU_03,good
9.7.2026,25:45.3,68.8,5286.3,70.17,68.0,57.0,2641.0,1257.0,GPU Heavy,GPU_03,good
9.7.2026,25:47.3,68.8,5344.5,70.264,69.0,56.0,2576.0,1307.0,GPU Heavy,GPU_03,good
9.7.2026,25:49.3,68.5,5369.5,69.298,70.0,57.0,2615.0,1357.0,GPU Heavy,GPU_03,good
9.7.2026,25:52.2,67.6,4270.3,62.583,64.0,54.0,2695.0,1383.0,GPU Heavy,GPU_03,good
9.7.2026,25:53.3,67.0,5007.6,64.83,69.0,55.0,2658.0,1341.0,GPU Heavy,GPU_03,good
9.7.2026,25:55.3,67.8,5390.3,69.497,72.0,57.0,2594.0,1240.0,GPU Heavy,GPU_03,good
9.7.2026,25:57.3,69.5,5340.4,70.366,73.0,57.0,2617.0,1156.0,GPU Heavy,GPU_03,good
9.7.2026,25:59.3,69.0,5290.5,70.501,72.0,57.0,2611.0,1149.0,GPU Heavy,GPU_03,good
9.7.2026,26:01.3,69.5,5090.8,70.473,71.0,57.0,2615.0,1167.0,GPU Heavy,GPU_03,good
9.7.2026,26:03.3,82.4,4949.4,76.266,64.0,54.0,2665.0,1219.0,GPU Heavy,GPU_03,good
9.7.2026,26:05.3,90.4,4932.8,85.383,62.0,53.0,2747.0,1211.0,GPU Heavy,GPU_03,warning
9.7.2026,26:07.3,87.8,5336.2,82.209,63.0,53.0,2747.0,1108.0,GPU Heavy,GPU_03,good
9.7.2026,26:09.3,82.4,5058.9,70.036,72.0,57.0,2630.0,1017.0,GPU Heavy,GPU_03,good
9.7.2026,26:11.3,78.4,5390.3,70.326,74.0,57.0,2620.0,975.0,GPU Heavy,GPU_03,good
9.7.2026,26:13.3,75.2,5007.6,69.277,72.0,57.0,2613.0,1010.0,GPU Heavy,GPU_03,good
9.7.2026,26:15.3,73.0,5290.5,69.168,72.0,57.0,2590.0,1056.0,GPU Heavy,GPU_03,good
9.7.2026,26:17.3,71.2,4429.5,70.033,73.0,58.0,2615.0,1097.0,GPU Heavy,GPU_03,good
9.7.2026,26:19.3,70.4,5294.6,70.389,73.0,58.0,2616.0,1151.0,GPU Heavy,GPU_03,good
9.7.2026,26:21.3,70.2,5340.4,70.15,73.0,58.0,2629.0,1215.0,GPU Heavy,GPU_03,good
9.7.2026,26:23.3,69.6,5090.8,70.156,73.0,58.0,2628.0,1277.0,GPU Heavy,GPU_03,good
9.7.2026,26:25.3,69.1,5043.7,69.679,73.0,58.0,2616.0,1342.0,GPU Heavy,GPU_03,good
9.7.2026,26:27.3,70.0,5241.4,67.563,70.0,57.0,2639.0,1380.0,GPU Heavy,GPU_03,good
9.7.2026,26:29.4,68.2,5033.2,61.844,64.0,54.0,2748.0,1383.0,GPU Heavy,GPU_03,good
9.7.2026,26:31.3,68.1,4791.4,70.274,70.0,57.0,2631.0,1329.0,GPU Heavy,GPU_03,good
9.7.2026,26:33.3,68.2,5340.4,71.072,69.0,56.0,2601.0,1240.0,GPU Heavy,GPU_03,good
9.7.2026,26:35.3,68.6,5020.1,71.48,69.0,57.0,2624.0,1193.0,GPU Heavy,GPU_03,good
9.7.2026,26:37.3,69.0,5369.5,71.831,69.0,57.0,2637.0,1216.0,GPU Heavy,GPU_03,good
9.7.2026,26:39.4,69.1,5074.2,71.339,72.0,57.0,2611.0,1248.0,GPU Heavy,GPU_03,good
9.7.2026,26:41.4,71.9,5203.1,74.674,73.0,58.0,2596.0,1290.0,GPU Heavy,GPU_03,good
9.7.2026,26:43.4,86.0,5365.3,85.82,62.0,54.0,2736.0,1309.0,GPU Heavy,GPU_03,good
9.7.2026,26:45.4,91.8,5282.1,93.72,62.0,53.0,2747.0,1241.0,GPU Heavy,GPU_03,warning
9.7.2026,26:47.4,85.5,5090.8,73.041,72.0,56.0,2647.0,1136.0,GPU Heavy,GPU_03,good
9.7.2026,26:49.4,80.6,5319.6,69.996,72.0,57.0,2621.0,1041.0,GPU Heavy,GPU_03,good
9.7.2026,26:51.4,77.1,5085.3,69.944,73.0,58.0,2611.0,1053.0,GPU Heavy,GPU_03,good
9.7.2026,26:53.4,74.1,4651.1,66.241,66.0,56.0,2611.0,1082.0,GPU Heavy,GPU_03,good
9.7.2026,26:55.4,71.5,4646.4,61.286,63.0,54.0,2749.0,1115.0,GPU Heavy,GPU_03,good
9.7.2026,26:57.4,72.1,5315.4,69.777,72.0,57.0,2607.0,1071.0,GPU Heavy,GPU_03,good
9.7.2026,26:59.4,70.9,5003.5,69.865,73.0,58.0,2616.0,1053.0,GPU Heavy,GPU_03,good
9.7.2026,27:01.4,70.4,5373.6,70.058,72.0,58.0,2619.0,1072.0,GPU Heavy,GPU_03,good
9.7.2026,27:03.4,69.8,5046.5,69.626,73.0,58.0,2630.0,1111.0,GPU Heavy,GPU_03,good
9.7.2026,27:05.4,69.2,4791.4,69.813,73.0,58.0,2632.0,1171.0,GPU Heavy,GPU_03,good
9.7.2026,27:07.4,69.1,5340.4,69.897,74.0,58.0,2605.0,1235.0,GPU Heavy,GPU_03,good
9.7.2026,27:09.4,69.0,5043.7,69.467,74.0,59.0,2579.0,1303.0,GPU Heavy,GPU_03,good
9.7.2026,27:11.4,69.0,5415.2,67.128,67.0,56.0,2625.0,1350.0,GPU Heavy,GPU_03,good
9.7.2026,27:13.6,67.8,5030.8,61.688,64.0,55.0,2749.0,1354.0,GPU Heavy,GPU_03,good
9.7.2026,27:15.4,67.8,5090.8,67.799,68.0,56.0,2626.0,1280.0,GPU Heavy,GPU_03,good
9.7.2026,27:17.4,68.4,5294.6,70.325,69.0,57.0,2626.0,1182.0,GPU Heavy,GPU_03,good
9.7.2026,27:19.4,68.6,4791.4,69.86,69.0,56.0,2631.0,1151.0,GPU Heavy,GPU_03,good
9.7.2026,27:21.4,68.9,5064.5,70.278,74.0,58.0,2606.0,1177.0,GPU Heavy,GPU_03,good
9.7.2026,27:23.4,69.0,5344.5,70.143,73.0,58.0,2596.0,1224.0,GPU Heavy,GPU_03,good
9.7.2026,27:25.4,84.2,5315.4,81.361,62.0,54.0,2731.0,1274.0,GPU Heavy,GPU_03,good
9.7.2026,27:27.4,91.4,5240.5,93.567,62.0,53.0,2748.0,1188.0,GPU Heavy,GPU_03,warning
9.7.2026,27:29.4,85.9,5348.7,76.975,73.0,57.0,2651.0,1088.0,GPU Heavy,GPU_03,good
9.7.2026,27:31.4,81.1,5040.9,70.684,70.0,57.0,2643.0,1023.0,GPU Heavy,GPU_03,good
9.7.2026,27:33.4,77.5,5319.6,69.929,74.0,58.0,2611.0,1034.0,GPU Heavy,GPU_03,good
9.7.2026,27:35.4,74.6,5082.5,69.003,73.0,58.0,2552.0,1070.0,GPU Heavy,GPU_03,good
9.7.2026,27:37.4,72.8,5090.8,69.865,74.0,58.0,2586.0,1122.0,GPU Heavy,GPU_03,good
9.7.2026,27:39.4,71.4,5067.3,70.445,71.0,57.0,2612.0,1184.0,GPU Heavy,GPU_03,good
9.7.2026,27:41.4,71.0,5344.5,71.435,74.0,58.0,2616.0,1256.0,GPU Heavy,GPU_03,good
9.7.2026,27:43.4,70.2,5090.8,70.616,74.0,58.0,2615.0,1304.0,GPU Heavy,GPU_03,good
9.7.2026,27:45.4,69.8,5090.8,69.61,74.0,59.0,2611.0,1362.0,GPU Heavy,GPU_03,good
9.7.2026,27:47.4,69.5,5265.5,70.435,71.0,58.0,2615.0,1412.0,GPU Heavy,GPU_03,good
9.7.2026,27:49.4,68.2,5030.8,63.037,65.0,55.0,2724.0,1424.0,GPU Heavy,GPU_03,good
9.7.2026,27:51.4,68.0,5090.8,64.198,73.0,57.0,2613.0,1363.0,GPU Heavy,GPU_03,good
9.7.2026,27:53.4,70.0,5140.7,69.159,66.0,56.0,2644.0,1263.0,GPU Heavy,GPU_03,good
9.7.2026,27:55.8,76.6,5415.2,69.087,64.0,54.0,2749.0,1158.0,GPU Heavy,GPU_03,good
9.7.2026,27:57.4,74.2,5386.1,68.543,66.0,55.0,2630.0,1070.0,GPU Heavy,GPU_03,good
9.7.2026,27:59.4,72.8,5067.3,70.634,66.0,56.0,2641.0,986.0,GPU Heavy,GPU_03,good
9.7.2026,28:01.4,71.8,5344.5,70.838,71.0,57.0,2615.0,1017.0,GPU Heavy,GPU_03,good
9.7.2026,28:03.4,70.8,5043.7,70.16,75.0,58.0,2604.0,1056.0,GPU Heavy,GPU_03,good
9.7.2026,28:05.4,69.9,5290.5,70.237,72.0,58.0,2602.0,1106.0,GPU Heavy,GPU_03,good
9.7.2026,28:07.4,84.4,5232.2,80.018,63.0,54.0,2746.0,1157.0,GPU Heavy,GPU_03,good
9.7.2026,28:09.4,84.4,5232.2,80.018,62.0,54.0,2747.0,1078.0,GPU Heavy,GPU_03,good
9.7.2026,28:11.4,91.9,4616.7,95.625,74.0,57.0,2644.0,975.0,GPU Heavy,GPU_03,warning
9.7.2026,28:13.4,85.6,5319.6,76.493,71.0,57.0,2643.0,897.0,GPU Heavy,GPU_03,good
9.7.2026,28:15.4,80.8,5278.0,70.375,75.0,58.0,2615.0,930.0,GPU Heavy,GPU_03,good
9.7.2026,39:15.7,74.5,5186.5,86.754,77.0,61.0,2413.0,1592.0,Game,GOW_05,good
9.7.2026,39:17.7,75.6,5199.0,88.511,77.0,61.0,2418.0,1594.0,Game,GOW_05,good
9.7.2026,39:19.7,76.1,5169.8,90.058,77.0,61.0,2417.0,1592.0,Game,GOW_05,good
9.7.2026,39:21.7,75.8,5215.6,86.978,77.0,61.0,2418.0,1593.0,Game,GOW_05,good
9.7.2026,39:23.7,77.4,5169.8,88.126,77.0,61.0,2551.0,1598.0,Game,GOW_05,good
9.7.2026,39:25.7,77.9,5136.6,89.219,79.0,61.0,2525.0,1600.0,Game,GOW_05,good
9.7.2026,39:27.7,77.8,5153.2,88.925,79.0,61.0,2521.0,1601.0,Game,GOW_05,good
9.7.2026,39:29.7,77.9,5211.4,89.103,79.0,61.0,2537.0,1613.0,Game,GOW_05,good
9.7.2026,39:31.7,79.1,4874.5,91.766,79.0,61.0,2543.0,1601.0,Game,GOW_05,good
9.7.2026,39:33.7,80.8,5124.1,92.23,79.0,61.0,2542.0,1599.0,Game,GOW_05,good
9.7.2026,39:35.6,80.5,5144.9,92.036,79.0,61.0,2554.0,1599.0,Game,GOW_05,good
9.7.2026,39:37.7,79.8,5165.7,90.789,80.0,61.0,2554.0,1606.0,Game,GOW_05,good
9.7.2026,39:39.7,79.6,5165.7,91.546,79.0,61.0,2527.0,1597.0,Game,GOW_05,good
9.7.2026,39:41.6,79.2,4878.7,91.251,79.0,61.0,2551.0,1602.0,Game,GOW_05,good
9.7.2026,39:43.7,79.4,5144.9,91.247,80.0,61.0,2554.0,1595.0,Game,GOW_05,good
9.7.2026,39:45.6,79.4,5107.5,90.781,80.0,61.0,2547.0,1598.0,Game,GOW_05,good
9.7.2026,39:47.7,79.4,5153.2,90.721,80.0,61.0,2539.0,1599.0,Game,GOW_05,good
9.7.2026,39:49.7,79.4,4902.3,90.516,80.0,61.0,2545.0,1594.0,Game,GOW_05,good
9.7.2026,39:51.7,79.2,5157.4,90.518,80.0,62.0,2541.0,1596.0,Game,GOW_05,good
9.7.2026,39:53.7,79.2,5149.0,90.712,80.0,62.0,2550.0,1595.0,Game,GOW_05,good
9.7.2026,39:55.7,79.8,5144.9,91.023,80.0,62.0,2544.0,1597.0,Game,GOW_05,good
9.7.2026,39:57.7,79.5,5174.0,90.862,80.0,62.0,2541.0,1595.0,Game,GOW_05,good
9.7.2026,39:59.7,79.5,4597.3,90.892,80.0,62.0,2549.0,1597.0,Game,GOW_05,good
9.7.2026,40:01.6,79.4,5140.7,90.813,80.0,62.0,2542.0,1595.0,Game,GOW_05,good
9.7.2026,40:03.7,80.4,5086.7,91.354,80.0,62.0,2537.0,1596.0,Game,GOW_05,good
9.7.2026,40:05.7,80.0,5153.2,90.752,80.0,62.0,2543.0,1598.0,Game,GOW_05,good
9.7.2026,40:07.6,79.6,5190.6,90.298,80.0,62.0,2543.0,1597.0,Game,GOW_05,good
9.7.2026,40:09.7,80.6,5215.6,92.814,80.0,62.0,2533.0,1594.0,Game,GOW_05,good
9.7.2026,40:11.7,79.9,5115.8,89.78,80.0,62.0,2514.0,1596.0,Game,GOW_05,good
9.7.2026,40:13.7,78.8,5140.7,88.903,80.0,62.0,2414.0,1595.0,Game,GOW_05,good
9.7.2026,40:15.7,79.1,5165.7,90.679,80.0,62.0,2501.0,1603.0,Game,GOW_05,good
9.7.2026,40:17.7,78.5,5174.0,88.194,80.0,62.0,2478.0,1608.0,Game,GOW_05,good
9.7.2026,40:19.7,77.9,4925.8,87.127,80.0,62.0,2471.0,1596.0,Game,GOW_05,good
9.7.2026,40:21.6,77.5,5186.5,87.195,80.0,62.0,2475.0,1597.0,Game,GOW_05,good
9.7.2026,40:23.7,77.5,5178.2,87.715,80.0,62.0,2487.0,1593.0,Game,GOW_05,good
9.7.2026,40:25.7,77.5,4867.6,87.547,80.0,62.0,2480.0,1606.0,Game,GOW_05,good
9.7.2026,40:27.7,77.8,5161.5,89.118,80.0,62.0,2465.0,1594.0,Game,GOW_05,good
